Hash,FilePath
5f4575b6f808048db4f1887d2424d2d0,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_147.png
c318f94aa44e6646a9256aa677cfb990,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_148.png
fe94d16aa8543a72456c650d865a5ef6,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_149.png
61508a7909622d10f06d2a67071b3c48,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_15.png
8fefe790215f71b5fdbcc69d23ef1a87,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_150.png
bc1f19458d869d0dc82480886887c945,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_151.png
8ffbd1b34f2ed9042e8d56d3cc8ddd52,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_152.png
12ce07c2be26e5c8a8fd1e4eb2f7b14b,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_153.png
f43ef03ea0653b7745b77c45c63563da,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_154.png
50bc5d62a7e08e7cb6dc758b121e7641,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_155.png
2b975c9d35f352523139635e6536df5b,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_156.png
2bdc608cc8c42eff4256a78f499904b1,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_157.png
9b205c58a82b1e6c99b227352a8577fd,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_158.png
b0515832a011c72be06acd285435f171,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_159.png
294b16e3ccd4ff0a0ff9d5a79716d680,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_16.png
3db73a9a291c38bc2177c14363687483,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_160.png
1a21198e0a69bea43d86b9e30260927d,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_161.png
7fef8b44bdcbfc4ae4d92639897a0917,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_162.png
445ce4e0b4a37ce69a9e0544e1abde43,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_163.png
3eac1c12c8a417909f3eb2468a26b65a,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_164.png
364f6e801a46b83a08eea2ae4a388315,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_165.png
d60efa611710763f80f5391caaf47284,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_166.png
5e68390bf70e7f6d7464d4adfb53e51f,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_167.png
45957d4ce9011d6bc2572f7349bff4ac,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_168.png
c103fb8d1d303ce7b439642b4227f943,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_169.png
1fc42f7b615ecabb49b4cda4c9d87f30,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_17.png
b2bd422ad0407a8cffdfce22b343c52e,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_170.png
d8b70697421b3747fee87fedfaef9d90,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_171.png
79554147358a7650eef567d47ea8de06,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_172.png
6f68b6d040d9510bc2d4382af87590b9,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_173.png
7320ee4077e1e9d380cc00566aa81ed3,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_174.png
8b6707afb3e46ed06afb2f2928ed70eb,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_175.png
1993a4841cc9c08858cd3721a775bcef,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_176.png
08037d83039f28b85bdd475aa7dcf970,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_177.png
adc893f4a7145edd62a6ef7ef42b0e0c,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_178.png
bbc6410a3bc2463c15c01d410ecd6245,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_179.png
a8f23ffd4812d279f314ed735865573a,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_18.png
7b46637b921281ca38763132e125541f,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_180.png
bfc10b0f66c49644107f154f35c4a90b,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_181.png
23595050597e344d7df10a0f7d62d42e,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_182.png
5cf7879e18b4d45e44e689d0eda5da8c,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_183.png
a25831989a2487e3c23897c5a2a824d4,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_184.png
52e9241ff0717456f47edab1ba6a5c98,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_185.png
e3853cedd56d365c4d5a199af0f52693,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_186.png
f1d47cdea698e43df461ed8ec6bd3f9a,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_187.png
ef0b9d66598ad7bc918099483f77a4f9,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_189.png
6a514b51421f677bca9f8bafc95b4213,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_19.png
e8333a9d63b42dd4d1e6a9f9167d4d55,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_190.png
f5b664737dc4bb3604f7f2d2b53d0751,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_191.png
87716268705cdfd329107ef4cfebd6c5,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_192.png
bad72c9f83bf4100a4f6aeae91e0da8a,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_193.png
28efed8c18e13cd0017b8771fcb8aec6,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_194.png
15d5c0b9b134742b22e4826034760e00,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_195.png
056a6f528198317144cd9b9661ca0a04,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_196.png
8ab414fcfdc46e1fef4e00a18d08e874,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_198.png
0e07cf614e61b1c01ddec34f95d8fcaa,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_199.png
a6120a8df60a36932ce1144d3444cee3,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_2.png
277ef8b0f759cb13442df98bf7fdb476,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_20.png
3ed8d053d9f22345deea3efb5dd0342e,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_21.png
abc92146e1f8ecaa99c0b42bcc7a2fc5,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_216.png
41bbc03dd31d314061d89af952ae94e7,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_217.png
b12e267482f2ce350684cca2d85f7721,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_218.png
f4eb2c045ad2b17fd3a965b5b0762b34,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_219.png
8905d7a1916fb9c6786dcec05bc5827a,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_22.png
e462bc0ba0eaf53cf836080ef3c70c27,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_220.png
2c0dc80e1c3bdb2532c85502441b246d,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_221.png
6448afa4195d846eba9a562ae55605c4,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_222.png
a2cea9e359559d008fc37be270a84808,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_223.png
2da0f5a51c22f3f2f10b425bce69586d,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_224.png
a43fe37ea39eaaa5be73431899990bf4,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_225.png
dddf47440f0b9488421f0e057c5952c6,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_226.png
c8ad4bb431004fcd84e21412a5af9ba0,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_227.png
0d98b0dde97eb85091c6813340ae382c,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_228.png
5e6d58009c462876e8d303049dc4c3b1,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_229.png
0e45fab19baeec281d580e463e7ca291,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_23.png
e8ca6584d11f1d0257b5624c7601a698,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_230.png
a90d7c456740b369abe280bca24608ed,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_231.png
8b80767c317cdceb11bd40ca866df67f,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_232.png
e705b009c57e7d0cd00f1a39a14b3d40,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_233.png
790eff13a21e9722d5e47d73330b3947,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_234.png
b6a60d17bd20ff45449268a511b949c6,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_235.png
94d71769fe8255dab6e339dd6100411d,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_236.png
e6287084ef97880ea660e07fc85ce270,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_237.png
8d58e7b8f0463163af56fdf8f3a7d4c8,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\healthy_pre_processing\healthy_squared_w_padconstant\healthy_squared_constant_238.png
